IE_XML_ID;IE_NAME;CV_PRICE_1
6631;LG-Ericsson IPCRS.STG;63360.00
6632;LG-Ericsson IPCRC;14784.00
6633;LG-Ericsson MG-SP;0.00
6634;LG-Ericsson MG-SPD;0.00
6635;LG-ERICSSON UCS;0.00
6636;LG-Ericsson LDP-7008D;0.00
6637;LG-Ericsson LDP-7016D;0.00
6638;LG-Ericsson LDP-7024D;0.00
6639;LG-Ericsson LDP-7024LD;0.00
6640;LG-Ericsson LDP-7048DSS;0.00
6641;LG-Ericsson LDP-7008WMB;0.00
6642;LG-Ericsson LDP-7024WMB;1200.00
6643;LG-Ericsson LDP-7000BTU;0.00
6644;LG-Ericsson LDP-7000CTU;11200.00
6645;LG-Ericsson LDP-7000MU;8320.00
6646;LG-Ericsson LDP-7000USB;13280.00
6647;LG-Ericsson LDP-7024PED;0.00
6648;LG-Ericsson LDP-DPB;0.00
6649;LG-Ericsson LDP-9008D.STGBK;0.00
6650;LG-Ericsson LDP-9030D.STGBK;0.00
6651;LG-Ericsson LDP-9048DSS.STGBK;0.00
6652;LG-Ericsson LDP-9000BTU.STGBK;0.00
6653;LG-Ericsson LIK-Micro;19440.00
6654;LG-ERICSSON LIK-MFIM50A;0.00
6655;LG-ERICSSON LIK-MFIM50B ;0.00
6656;LG-ERICSSON LIK-MFIM100;0.00
6657;LG-ERICSSON LIK-MFIM300;0.00
6658;LG-ERICSSON LIK-MFIM600;0.00
6659;LG-ERICSSON LIK-MFIM1200;267920.00
6660;LG-Ericsson LIK-LGCM4;0.00
6661;LG-Ericsson LIK-LGCM8;0.00
6662;LG-ERICSSON LIK-PRIM;0.00
6663;LG-Ericsson LIK-BRIM2;49360.00
6664;LG-ERICSSON LIK-BRIM4 ;70560.00
6665;LG-Ericsson LIK-VOIM8;0.00
6666;LG-ERICSSON LIK-VOIM24;0.00
6667;LG-Ericsson LIK-SLTM4;0.00
6668;LG-ERICSSON LIK-SLTM8;0.00
6669;LG-ERICSSON LIK-SLTM32;0.00
6670;LG-Ericsson LIK-DTIM8;44160.00
6671;LG-ERICSSON LIK-DTIM24;0.00
6672;LG-Ericsson LIK-WTIM4;0.00
6673;LG-ERICSSON LIK-WTIM8;0.00
6674;LG-ERICSSON LIK-MCIM;0.00
6675;LG-ERICSSON LIK-VMIM;67200.00
6676;LG-Ericsson I300-POE8;0.00
6677;LG-Ericsson I300-RSGM;0.00
6684;iRZ TU41;0.00
6754;Yealink SIP-T29G;17199.00
6764;LG-Ericsson LIK-ADPT;0.00
6766;LG-ERICSSON LIK-MCKTE;0.00
6767;LG-Ericsson LIK-PSU;0.00
6768;LG-Ericsson LIK-1URMB;0.00
6769;LG-Ericsson LIK-WBRKE;8560.00
6770;LG-Ericsson I300-DHE.STG;0.00
6771;LG-Ericsson I300-DHLD.STG;0.00
6772;LG-ERICSSON LIK-TAPIS;31680.00
6773;LG-ERICSSON LIK-IPNS;21120.00
6774;LG-ERICSSON LIK-EZAS;84480.00
6775;LG-ERICSSON LIK-AIMS;31680.00
6776;LG-ERICSSON LIK-TNLSS;84480.00
6777;LG-ERICSSON LIK-2BRI;12672.00
6778;LG-ERICSSON I300-TAPI;52800.00
6779;LG-ERICSSON I300-IPN;84480.00
6780;LG-ERICSSON I300-EZA;84480.00
6781;LG-ERICSSON LIK-AIM.STG;52800.00
6782;LG-ERICSSON LIK-TNLS;84480.00
6783;LG-Ericsson LIK-SP;0.00
6784;LG-Ericsson LIK-SPD;0.00
6785;LG-ERICSSON LIK-SIPE;6336.00
6786;LG-ERICSSON UCS;0.00
6787;LG-ERICSSON LIK-WP;10560.00
6788;LG-ERICSSON LIK-NMS;10560.00
6789;LG-ERICSSON LIK-Fidelio;110880.00
6790;LG-ERICSSON LIK-COMA;0.00
6791;LG-ERICSSON LIK-COMI;0.00
6792;LG-ERICSSON LIK-ATD;126720.00
6793;LG-ERICSSON LIK-ATDH;211200.00
6794;LG-ERICSSON IPCRT;44352.00
6795;LG-ERICSSON I300-WHLD.STG;2080.00
6796;LG-ERICSSON D162-5MC1;1840.00
6797;LG-ERICSSON D162-5MC2;0.00
6803;LG-ERICSSON GDC-600BE;35040.00
6804;LG-ERICSSON GDC-450H;0.00
6805;LG-ERICSSON GDC-800Bi.STG;0.00
6806;LG-ERICSSON GDC-800R;32080.00
6807;LG-ERICSSON CM-S2K.STG;0.00
6808;LG-ERICSSON CM-S1K.STG;0.00
6809;LG-ERICSSON CM-LANU.STG;86400.00
6810;LG-ERICSSON CM-LCDU.STG;28800.00
6811;LG-ERICSSON CM-MGC2.STG;0.00
6812;LG-ERICSSON CM-PSUD.STG;38400.00
6813;LG-ERICSSON CM-PSUA.STG;96000.00
6814;LG-ERICSSON CM-1URMC.STG;57600.00
6815;LG-ERICSSON CM-MDTM2;144000.00
6816;LG-ERICSSON CM-VPCM;345600.00
6817;LG-ERICSSON CM-ASLM;192000.00
6818;LG-ERICSSON CM-ASLM-MW;230400.00
6819;LG-ERICSSON CM-MATM.STG;153600.00
6820;LG-ERICSSON CM-COIU.STG;19200.00
6822;LG-ERICSSON CM-EMIU.STG;19200.00
6823;LG-ERICSSON CS-LB-CABLE.STG;9600.00
6824;LG-ERICSSON CML-S2K-S;398784.00
6825;LG-ERICSSON CML-S2K-L;177312.00
6826;LG-ERICSSON CML-S4K;664608.00
6827;LG-ERICSSON CML-S10K;1550784.00
6828;LG-ERICSSON CML-S30K;3322944.00
6829;LG-ERICSSON CML-QSIG;177312.00
6830;LG-ERICSSON CML-HOTEL;332352.00
6831;LG-ERICSSON CML-SCTI;22176.00
6832;LG-ERICSSON CML-OCSSIP;22176.00
6833;LG-ERICSSON CML-UCTIS;11136.00
6834;LG-ERICSSON CML-UCTID;17760.00
6835;LG-ERICSSON CML-IPEXT;5568.00
6836;LG-ERICSSON CML-IP3EXT;8832.00
6837;LG-ERICSSON CML-TAPI;221568.00
6843;LG-ERICSSON CML-SLTM4;8832.00
6844;LG-ERICSSON CML-SLTM8;22176.00
6845;LG-ERICSSON CML-SLTM32;110784.00
6846;LG-ERICSSON CML-DTIM8;11136.00
6847;LG-ERICSSON CML-DTIM24;26592.00
6848;LG-ERICSSON CML-LGCM4;11136.00
6849;LG-ERICSSON CML-LGCM8;22176.00
6850;LG-ERICSSON CML-VMIM;55488.00
6851;LG-ERICSSON CML-MCIM;66528.00
6852;LG-ERICSSON CML-VOIM8;26592.00
6853;LG-ERICSSON CML-VOIM24;121824.00
6854;LG-ERICSSON CML-PRIM;121824.00
6855;LG-ERICSSON CML-BRIM2;11136.00
6856;LG-ERICSSON CML-BRIM4;17760.00
6857;LG-ERICSSON CML-SPB;11136.00
6858;LG-ERICSSON CML-SPD;17760.00
6859;LG-ERICSSON CML-UCS;13248.00
6860;LG-ERICSSON CML-NMS;2879808.00
6861;LG-ERICSSON CML-STAT;775392.00
6862;LG-ERICSSON CML-IPATDS;332352.00
6863;LG-ERICSSON CML-IPCR-S;66528.00
6864;LG-ERICSSON CML-IPCR-A;15552.00
6865;LG-ERICSSON CML-COMD;0.00
6866;LG-ERICSSON CML-COMS;0.00
6867;LG-ERICSSON CML-SOSM;0.00
6868;LG-ERICSSON CM-SYNU.STG;9600.00
6870;LG-ERICSSON ES-3026P;68240.00
6871;LG-ERICSSON ES-2024G;38800.00
6872;LG-ERICSSON ES-2024GP;82480.00
6873;LG-ERICSSON ES-2026;0.00
6874;LG-ERICSSON ES-2026P;54000.00
6875;LG-ERICSSON ES-3024G;62640.00
6876;LG-ERICSSON ES-3024GP;104400.00
6877;LG-ERICSSON ES-3026;24720.00
6879;LG-Ericsson SFP1G-SX;2160.00
6880;LG-Ericsson SFP1G-LX;11840.00
6881;LG-ERICSSON IP8802A.STGBK;0.00
6882;LG-ERICSSON IP8802.STGBK;0.00
6883;LG-ERICSSON IP8815E.STGBK;0.00
6884;LG-ERICSSON IP8830E.STGBK;0.00
6885;LG-ERICSSON IP8840E.STGBK;0.00
6886;LG-ERICSSON IP8850E.STGBK;0.00
6890;LG-ERICSSON 8800 DSS12.STGBK;0.00
6891;LG-ERICSSON 8800 DSS12L.STGBK;0.00
6892;LG-ERICSSON IP8800-BTMU.STGBK;0.00
6893;LG-ERICSSON IP8800-WFMU.STGBK;0.00
6895;LG-ERICSSON GS-5140 ;0.00
6896;LG-ERICSSON GS-460F ;0.00
6897;LG-ERICSSON GS-472L ;0.00
6898;LG-Ericsson GS-472M;0.00
6899;LG-ERICSSON GS-472H;0.00
6900;LG-ERICSSON LKA-200;1500.00
6901;LG-ERICSSON LKA-200C;0.00
6902;LG-ERICSSON LKA-200WMK.STGBK;0.00
6903;LG-ERICSSON LIP-8002E;0.00
6904;LG-ERICSSON LIP-8008E;0.00
6905;LG-ERICSSON LIP-8012E;0.00
6906;LG-ERICSSON LIP-8024D;0.00
6907;LG-ERICSSON LIP-8024E;0.00
6908;LG-ERICSSON LIP-8040E;0.00
6909;LG-ERICSSON LIP-8050E;0.00
6910;LG-ERICSSON LIP-8050V;0.00
6911;LG-Ericsson LIP-9070;0.00
6912;LG-ERICSSON LIP-8012DSS;0.00
6913;LG-ERICSSON LIP-8048DSS;0.00
6914;LG-ERICSSON LIP-8012LSS;0.00
6915;LG-ERICSSON LIP-8040LSS;0.00
6916;LG-ERICSSON LIP-8000 BTMU;0.00
6917;LG-ERICSSON WIT-400H;0.00
6918;LG-ERICSSON SL-A14ER6;0.00
6919;LG-ERICSSON LIP-ADPT;0.00
6920;LG-ERICSSON GDC-800H.STG;0.00
7029;Commend ET667 W;0.00
7034;Commend EE8999S;0.00
7042;Commend EB330;0.00
7044;Commend RB36-04;0.00
7048;Fanvil C600;0.00
7049;Fanvil C400;0.00
7051;Fanvil X3 black / white;0.00
7052;Fanvil X3P;0.00
7053;Fanvil X5;0.00
7054;Fanvil X5G;0.00
7059;Commend WS 210V;0.00
7060;Commend EF862AM;0.00
7061;Commend EF562M;0.00
7125;Modulotel TLХ 302/304/306/308;0.00
7189;Mocet IG7600;0.00
7190;Mocet IP2041;0.00
7191;Mocet IP2061;0.00
7193;Mocet EDM;0.00
7195;Atcom IP-2G4A;0.00
7196;Atcom IP-4G;0.00
7197;Atcom IP01;0.00
7198;Atcom IP02;0.00
7199;Atcom IP08;0.00
7200;Atcom IP04;0.00
7201;Atcom G01;0.00
7204;Atcom AX-110S;0.00
7205;Atcom AX-110X;0.00
7206;Atcom AX-210S;0.00
7207;Atcom AX-210X;0.00
7208;Atcom AX-210XS;0.00
7209;Atcom GX01;0.00
7210;Atcom EC128;0.00
7211;Atcom EC32;0.00
7212;Atcom EC64;0.00
7215;iRZ RL41;26500.00
7216;iRZ RL41I;35900.00
7217;iRZ RL41w;28500.00
7221;iRZ RL41c;0.00
7224;Yealink SIP-T23P;0.00
7225;Yealink SIP-T23G;6552.00
7228;iRZ RU41w;20900.00
7230;iRZ RU41c;0.00
7232;iRZ RU41u;24500.00
7235;iRZ RC41;0.00
7237;iRZ RC41w;0.00
7242;Vostok ST-51;0.00
7245;Vostok ST-55;6950.00
7246;Vostok ST-201;0.00
7247;Vostok ST-31;2850.00
7248;Vostok BP-51;0.00
7249;Vostok BP-54;0.00
7250;Vostok BP-55;2025.00
7251;Vostok BP-101;2100.00
7252;Vostok BP-201;0.00
7253;Vostok BP-31H;1275.00
7254;Vostok ВС-51;0.00
7255;Vostok BC-54;0.00
7256;Vostok BC-55+AC-55;1800.00
7257;Vostok ВС-101+AC-101;2325.00
7258;Vostok ВС-201+AC-201;0.00
7259;Vostok ВС-31;1650.00
7260;Vostok AL-51;0.00
7261;Vostok AL-54;0.00
7262;Vostok AL-55;0.00
7263;Vostok AL-101;0.00
7264;Vostok AL-201;0.00
7265;Vostok AL-31;0.00
7266;Vostok CL-51;0.00
7267;Vostok CL-54;0.00
7268;Vostok CL-55;0.00
7269;Vostok CL-101;0.00
7270;Vostok CL-201;0.00
7271;Vostok CL-31;0.00
7272;Vostok BE-101;2025.00
7273;Vostok SM-101;0.00
7274;Vostok AL-101L(male);0.00
7275;Vostok AL-101L(female);0.00
7276;Vostok UHF(f) - SMA(f);0.00
7277;Vostok UHF(f) - SMA(m);0.00
7278;Vostok PC(USB);0.00
7280;Atcom Rainbow 1 L;0.00
7281;Atcom Rainbow2;0.00
7282;Atcom AT-530 Ru;0.00
7283;Atcom AT-530P;0.00
7284;Atcom Rainbow E;0.00
7293;Atcom AT-610;0.00
7294;Atcom AT-610P;0.00
7295;Atcom AT-620;0.00
7296;Atcom AT-620P;0.00
7297;Atcom AT-640P;0.00
7298;Atcom AT-800DР;0.00
7300;Atcom AT-810;0.00
7301;Atcom AT-810P;0.00
7302;Atcom AT-820;0.00
7303;Atcom AT-820P;0.00
7365;Yealink SIP-T27P;0.00
7366;Yealink CP860;0.00
7367;Yealink CPE80;10140.00
7369;Milesight MS-C2162-EP;0.00
7372;Milesight MS-C2162-FP;0.00
7373;Milesight MS-C2162-VP;0.00
7374;Milesight MS-C2163-PN;50.00
7376;Milesight MS-C2181-P;0.00
7378;Milesight MS-C2182-P;0.00
7381;Milesight MS-C2191-PW;0.00
7382;Milesight MS-C3263-PN;0.00
7383;Milesight MS-C3291-PW;0.00
7387;Yeastar NeoGate TA410;182.00
7388;Yeastar NeoGate TA810;297.00
7389;Yeastar NeoGate TA400;116.00
7391;Yeastar NeoGate TA3200;632.00
7392;Yeastar NeoGate TA2400;523.00
7399;Yeastar NeoGate TA1600;395.00
7400;Yeastar NeoGate TA800;180.00
7401;Yeastar NeoGate TG1600;948.00
7402;Yeastar GM8;731.00
7453;Mocet IG7200;0.00
7492;Milesight MS-C3363-PN;0.00
7493;Hanlong Unicorn 6040;0.00
7501;Gigaset A510 IP RUS;0.00
7502;Gigaset C530A IP RUS;0.00
7514;OpenVox VS-GW1200-4G;0.00
7515;OpenVox VS-GW1202-4G;0.00
7516;Kenwood PKT-03;0.00
7517;Kenwood TK-3000M2;176.00
7519;OpenVox WGW1002G;0.00
7527;OpenVox VS-GW1200-8S;0.00
7529;Hanlong Unicorn 3001;0.00
7530;Hanlong Unicorn 3002;0.00
7532;Hanlong Unicorn 3101;0.00
7568;Kenwood TK-3401DE;368.00
7569;Kenwood TK-3501E;253.00
7570;Kenwood TK-270GM;0.00
7571;Kenwood TK-3160M3;0.00
7572;Kenwood TKR-D710E;2875.00
7573;Kenwood TKR-D810E;2875.00
7574;Kenwood TK-D200GE;0.00
7575;Kenwood TK-D200GE2;0.00
7576;Kenwood TK-D200E;0.00
7577;Kenwood TK-D200E2;0.00
7578;Kenwood TK-D300GE;0.00
7579;Kenwood TK-D300GE2;0.00
7580;Kenwood TK-D300E;0.00
7581;Kenwood TK-D300E2;0.00
7582;Kenwood TK-2260EXE2;0.00
7583;Kenwood TK-3260EXE2;969.00
7584;Kenwood NX-230EXE;1495.00
7585;Kenwood NX-330EXE;1495.00
7586;Kenwood IS-2180KBP1N;0.00
7598;Kenwood IS-2180K2BP1N (Full Keypad);0.00
7599;Kenwood IS-3180K4BP1N (Full Keypad);0.00
7600;Kenwood IS-3180K2BP1N;0.00
7601;Kenwood TK-2180-ISK;800.00
7602;Kenwood TK-2180-ISK2;0.00
7603;Kenwood TK-3180-ISK2;748.00
7604;Kenwood IS200KBP0N;0.00
7605;Kenwood IS300K2BP0N;0.00
7606;Kenwood NX-200-ISK2;872.00
7607;Kenwood NX-300-ISK2;820.00
7608;Kenwood Nexedge IS200K2BP0N;0.00
7609;Kenwood Nexedge IS300K4BP0N;0.00
7610;Kenwood Nexedge NX-300-ISK4;0.00
7618;Atcom AX-2G4A;0.00
7643;Atcom AX-1E;0.00
7644;Atcom AX-400P;0.00
7659;Panasonic KX-TS2350RU;1122.00
7660;Panasonic KX-TS2352RU;1390.00
7661;Panasonic KX-TS2356RU;2530.00
7662;Panasonic KX-TS2358RU;2790.00
7663;Panasonic KX-TS2382RU;1930.00
7664;Panasonic KX-TS2362RUW;2960.00
7665;Panasonic KX-TS2363RUW;2960.00
7666;Panasonic KX-TS2365RU;3290.00
7667;Panasonic KX-TS2388RU;3280.00
7668;Panasonic KX-TS2368RUW;5220.00
7669;Atcom AX-4B;0.00
7670;Atcom AX-2D;0.00
7671;Atcom AX-4D;0.00
7672;Atcom AX-4G;0.00
7673;Atcom AX-4S;0.00
7674;Atcom AX-800P;0.00
7675;Atcom AX-1600P;0.00
7676;Atcom AXE-1D;0.00
7677;Atcom AXE-2D;0.00
7678;Atcom AXE-400P;0.00
7679;Atcom AXE-4D;0.00
7681;Atcom AXE-800P;0.00
7704;Anytone AT-4000W;9775.00
7705;Anytone AT-418 ;8050.00
7706;Anytone AT-6100GD;0.00
7709;Anytone AT-6100GW;668.17
7710;Anytone AT-6100W;14375.00
7711;Atcom AG198N;0.00
7712;Atcom MP01;0.00
7729;DBL GoIP 1;0.00
7731;DBL GoIP 16;0.00
7732;DBL GoIP 32;0.00
7733;DBL GoIP 4;0.00
7734;DBL GoIP 8;0.00
7735;DBL GS1;0.00
7739;DBL SMB128;0.00
7740;DBL SMB32;0.00
7741;DBL RoIP 302;0.00
7743;DBL RoIP 302M;0.00
7744;DBL RoIP 102;0.00
7745;DBL 842T;0.00
7746;DBL 882;0.00
7747;DBL 912T;0.00
7748;DBL 922T;0.00
7754;Diamond CP-6;0.00
7767;Diamond KV5;0.00
7768;Diamond BB7V;0.00
7775;Аргут НМ-10;0.00
7778;Diamond X7000;0.00
7779;Roger KP-17;0.00
7780;Roger KP-19;0.00
7781;Roger KP-49;0.00
7782;Roger KP-50;0.00
7810;RTX 9430;0.00
7826;Icom IC-7100;0.00
7827;Icom IC-718;0.00
7829;Icom IC-4088E;12430.00
7830;Icom IC-4088SR;0.00
7831;Icom IC-7600;0.00
7834;Icom IC-9100;0.00
7835;Milesight MS-C3363-FPN;118.00
7836;Milesight MS-C3366-FP;0.00
7840;Milesight MS-C3567-PN;106.00
7841;Milesight MS-C3567-FPN;128.00
7842;Milesight MS-C3581-P;0.00
7843;Milesight MS-C3582-P;0.00
7844;Milesight MS-C3586-P;0.00
7846;Milesight MS-C3587-P;0.00
7848;Milesight MS-C3689-P;0.00
7849;Milesight MS-C3688-P;0.00
7850;Milesight MS-C3596-PW;0.00
7857;Kenwood TK-3180-ISK4;810.00
7858;Kenwood NX-200-ISK;0.00
7859;Kenwood TK-7100M;0.00
7860;Kenwood TK-7100M;0.00
7861;Kenwood TK-7100HM;0.00
7862;Kenwood TK-8100M;0.00
7863;Kenwood TK-8100M3;0.00
7864;Kenwood TK-8100HM;0.00
7865;Kenwood TK-8100HK3;0.00
7866;Kenwood TK-7302M;322.00
7867;Kenwood TK-7302HM;0.00
7890;Diamond X510N;0.00
7892;Diamond X510MH;0.00
7893;Diamond X30N;0.00
7894;Diamond F23;12720.00
7899;Diamond HC100SJ;0.00
7900;Diamond MC-201 на магните;0.00
7901;Diamond MR77;0.00
7906;Icom IC-F1000;0.00
7907;Icom IC-F2000;0.00
7908;Icom IC-F3036S;23340.00
7909;Icom IC-F3036T;23710.00
7955;Diamond M-285H;0.00
7956;Diamond MC200;2950.00
7957;Diamond BC200;8930.00
7958;Diamond BC100S;9200.00
7969;AjetRays AJ-EB04;0.00
7970;AjetRays AJ-EG01;0.00
7971;AjetRays AJ-EG05;0.00
7972;AjetRays AJ-EG06;0.00
7982;Icom IC-F3202DEX;0.00
7983;AjetRays AJ-EG10;0.00
7984;AjetRays AJ-EG13;0.00
7985;AjetRays AJ-HK05 (HK-05);0.00
7986;AjetRays AJ-HK05 (HK-05) к AJ-144/150;0.00
7987;AjetRays AJ-KQ08;0.00
7988;AjetRays AJ-KQ08 к AJ-144/150	;0.00
7989;AjetRays EMP-803;0.00
7990;AjetRays EMP-806;0.00
7992;AjetRays EMP-808;0.00
7997;Icom IC-F3102D;32250.00
7998;Icom IC-F3003 #22;14250.00
7999;Icom IC-F3003 #23;16580.00
8000;Icom IC-F3262DS #76;0.00
8001;Icom IC-F3262DS #77;0.00
8002;Icom IC-F3262DS #78;0.00
8003;Icom IC-F3262DS #79;0.00
8004;Icom IC-F3262DT;69650.00
8005;Icom IC-F3262DT #72;0.00
8006;Icom IC-F3262DT #73;0.00
8007;Icom IC-F3262DT #74;0.00
8014;Icom IC-F3162DS #95;0.00
8015;Icom IC-F3162DS #96;0.00
8017;Icom IC-F3162DT;64840.00
8018;Icom IC-F3162DT #86;0.00
8019;Icom IC-F4003 #22;14250.00
8020;Icom IC-F4003 #23;16580.00
8021;Icom IC-F4036S;23340.00
8022;Icom IC-F4036T;23710.00
8023;Icom IC-F4102D;33950.00
8024;Icom IC-F4029SDR;0.00
8025;Icom IC-E92D (IC-92AD);0.00
8026;Icom ID-51;0.00
8027;Icom IC-2820H;0.00
8028;Icom IC-V8000;0.00
8029;Icom ID-5100;0.00
8030;Icom IC-7200;0.00
8031;Icom IC-7410;0.00
8032;Icom IC-7700;0.00
8033;Icom IC-7800;0.00
8050;Yealink SIP-T21 E2;5031.00
8051;Yealink SIP-T21P E2;5616.00
8052;Hytera PD355;0.00
8053;Hytera PD355LF;0.00
8054;Hytera PD365;0.00
8055;Hytera PD365LF;0.00
8056;Hytera PD565;458.00
8057;Grandstream DP710;0.00
8058;Grandstream UCM6116;825.60
8059;Чехол АРГУТ А-23 new;0.00
8060;Чехол АРГУТ А-24 new;0.00
8061;Чехол АРГУТ А-25;0.00
8062;Чехол АРГУТ А-43;0.00
8063;Чехол АРГУТ А-44;0.00
8064;Чехол АРГУТ А-45;0.00
8065;Чехол АРГУТ А-41 new;0.00
8066;Чехол АРГУТ А-53;0.00
8067;Чехол АРГУТ А-54;0.00
8068;АРГУТ ТШ-1;4495.00
8069;Аргут НМ-11;1308.00
8070;Аргут НМ-11 VOX;0.00
8071;Аргут НМ-21;2207.00
8076;Grandstream GXW-4104;180.00
8077;Grandstream GXW-4108;290.00
8078;Grandstream GXW-4004;0.00
8079;Grandstream GXW-4008;0.00
8080;Grandstream GXW-4216;400.00
8081;Grandstream GXW-4224;545.00
8082;Grandstream GXW-4232;649.00
8083;Grandstream GXW-4248;999.00
8085;Grandstream GXP-1100;0.00
8086;Grandstream GXP-1105;0.00
8087;Grandstream GXP-1400;0.00
8088;Grandstream GXP-1405;0.00
8089;Grandstream GXP-1450;0.00
8090;Grandstream GXP-2130;0.00
8093;Motorola VX-261 ;15450.00
8095;Gigaset DX800A;0.00
8096;Gigaset N720 DM PRO Multicell;400.00
8097;Gigaset DECT N720 IP PRO Multicell;400.00
8098;Gigaset C530H RUS;0.00
8099;Gigaset R630H PRO;0.00
8100;Gigaset S810H RUS;0.00
8101;Gigaset SL610H PRO;0.00
8102;Gigaset N720 PSU;0.00
8111;iTone 3G-10B;9458.10
8112;iTone GSM-10B;6305.40
8113;OpenVox VS-GWM400G;0.00
8114;OpenVox VS-GWM800S;0.00
8115;Yeastar TDM800;0.00
8116;Yeastar YE110;0.00
8118;ITS Telecom Pantel 956PA;0.00
8120;Козырек для ITS Telecom Pantel/Pancode;0.00
8134;OpenVox VS-1202;0.00
8135;OpenVox VS-1600;0.00
8136;OpenVox VS-2120;0.00
8139;Yeastar BizFAX E100;0.00
8140;Yeastar BizFAX E200;0.00
8141;Panasonic KX-FT984RUB;0.00
8142;Panasonic KX-FT988RUB;0.00
8143;Panasonic KX-FP207RU;0.00
8144;Panasonic KX-FP218RU;0.00
8145;Panasonic KX-FC965RU-T;0.00
8146;Panasonic KX-FC968RU-T;0.00
8147;Panasonic KX-FC268RU-T;0.00
8148;Panasonic KX-FC278RU-T;0.00
8150;Panasonic KX-FA52A7;0.00
8151;Panasonic KX-FA54A7;0.00
8152;Panasonic KX-FA55A7;0.00
8153;Panasonic KX-FA57A7;0.00
8154;Panasonic KX-FA136A7;0.00
8163;Аргут ОРК-1;3000.00
8210;Vector VT-67 S;91.80
8212;Vector VT-67;0.00
8213;Vector VT-44 Military Scout;0.00
8215;Vector VT-44 TURBO;93.84
8217;Vector VT-44 H #V;89.76
8220;Vector VT-44 Military (body);111.18
8221;Vector VT-27 Smart;70.38
8222;Vector VT-27 Smart Turbo;78.54
8223;Vector VT-27 RADIUS v2.0;0.00
8224;Vector VT-27 NAVIGATOR;125.46
8250;Vector VT-44 Military Special (body);0.00
8251;Yaesu VX-8DR;0.00
8252;Yaesu FT-257;0.00
8253;Yaesu FT-60R;0.00
8254;Yaesu FTA-230;0.00
8255;Atcom AX-4E;0.00
8256;Atcom AXE-1600P;0.00
8273;Yaesu FT-8800R;0.00
8274;Kenwood NXR-710K;2392.00
8275;Kenwood NXR-710E;2737.00
8276;Kenwood NXR-810K2;2392.00
8277;Kenwood NXR-810E;2737.00
8279;Kenwood NXR-700K;0.00
8280;Kenwood NXR-700E;6133.00
8281;Kenwood NXR-800K2;0.00
8282;Kenwood NXR-800K3;0.00
8284;Kenwood NXR-800E;6133.00
8285;Kenwood NXR-800E3;6133.00
8295;Блок питания для AnyTone AT-600/AT-500;0.00
8297;Дополнительная трубка к IP телефону Atcom AT-610;0.00
8298;Atcom EX-20;0.00
8299;Atcom H011A;0.00
8300;Atcom H012A;0.00
8301;Блок питания для репитера iTone;0.00
8302;Kenwood NXR-800E4;6133.00
8303;Kenwood NX-700K;834.00
8305;Kenwood NX-700E;946.00
8306;Kenwood NX-700HK;978.00
8307;Kenwood NX-800K;834.00
8308;Kenwood NX-800K2;834.00
8309;Kenwood NX-800E;946.00
8310;Kenwood NX-800HK;0.00
8311;Kenwood NX-800HK2;978.00
8312;Kenwood NX-720HK;690.00
8313;Kenwood NX-720HGK;805.00
8314;Kenwood NX-720GE;621.00
8326;Kenwood NX-720E;529.00
8327;Kenwood NX-820E;529.00
8328;Kenwood NX-820GE;621.00
8329;Kenwood NX-820HGK2;805.00
8330;Atcom AX-1D;0.00
8332;Mobigater mini;0.00
8334;Mobigater ED-100;0.00
8335;Mobigater PRO;0.00
8336;Mobigater ED conf 01;0.00
8339;Kenwood NX-740HK;575.00
8340;Kenwood NX-840HK2;575.00
8349;Planet VIP254T;0.00
8350;Дополнительная трубка к DUALphone 3081;0.00
8351;Дополнительная трубка к DUALphone 3088RU;0.00
8352;Дополнительная трубка к DUALphone 4088RU (белая / черная);0.00
8353;RTX DUALphone 3081;0.00
8354;RTX DUALphone 3088RU;0.00
8355;RTX DUALphone 4088RU (белый / черный);0.00
8356;Icom IC-F5013;20960.00
8357;Icom IC-F6013;0.00
8358;Icom IC-F5026;27740.00
8372;Icom IC-F5061;50570.00
8373;Icom IC-F6023;27740.00
8374;Icom IC-FR5000;144890.00
8375;Icom IC-FR6000;144890.00
8376;Icom IC-F7000;0.00
8377;Icom IC-F8101 #01;0.00
8378;Icom IC-F4162DS #93;0.00
8379;Icom IC-F4202DEX;0.00
8385;Icom IC-F51#62;0.00
8386;Icom IC-F61#63;0.00
8387;Icom IP-100H;0.00
8388;Kenwood TK-8302M2;322.00
8389;Kenwood TK-8302HM;0.00
8390;Kenwood TK-8302HK2;419.00
8391;Kenwood TK-8108M;0.00
8392;Kenwood TK-8108HM;0.00
8393;Kenwood TK-7360M;383.00
8394;Kenwood TK-7360HM;419.00
8406;Kenwood TK-7160M;0.00
8407;Kenwood TK-7162E;0.00
8408;Kenwood TK-7180E;587.00
8409;Kenwood TK-8360M2;383.00
8410;Kenwood TK-8360HM2;419.00
8411;Kenwood TK-8160E3;242.00
8412;Kenwood TK-8162E;0.00
8413;Kenwood TK-8180E;587.00
8417;Kenwood TKR-750K;1631.00
8418;Kenwood TKR-850K3;1631.00
8419;Kenwood TKR-850K;1631.00
8420;Kenwood TK-90;1435.00
8423;Grandstream UCM6510;1243.00
8424;Grandstream GXP-1610;45.00
8425;Grandstream GXP-1620;51.00
8426;Grandstream GXP-1625;56.00
8427;Grandstream GXP-1628;76.00
8428;Grandstream GXP-2130V2;105.00
8429;Grandstream GXV-3275;0.00
