IE_XML_ID;IE_NAME;IE_DETAIL_TEXT_TYPE
4170;Roger KP-47;html
4171;Roger KP-55;html
4173;Roger KP-60;html
4239;Ajetrays AJ-144;html
4244;Hytera X1e G;html
4248;Hytera PD505 VHF;html
4249;Hytera PD605 G (MD);html
4252;Ajetrays AJ-344V;html
4253;Ajetrays AJ-446;html
4254;Ajetrays AJ-447;html
4255;Ajetrays AJ-434;html
4256;Ajetrays AJ-450;html
4257;Ajetrays AJ-444;html
4258;Ajetrays AJ-344U;html
4329;Ajetrays AJ-150;html
4331;АРГУТ А-23 NEW;html
4332;АРГУТ А-24 NEW;html
4333;АРГУТ А-41 NEW;html
4334;АРГУТ А-43;html
4335;АРГУТ А-44;html
4336;АРГУТ А-45;html
4337;АРГУТ А-53;html
4338;АРГУТ А-54;html
4339;АРГУТ А-75;html
4342;Midland G6XT;html
4343;Midland GXT 650;html
4344;Midland GXT 900;html
4345;Midland GXT-1050;html
4346;Midland G-3;html
4347;Midland G-10;html
4348;Midland G-14;html
4566;Alinco DJ-175;html
4568;Hytera TC-320;html
4569;Hytera TC-508;html
4570;Hytera TC-518;html
4571;Hytera TC-580;html
4572;Hytera TC-700;html
4575;Alinco DJ-C7;text
4646;Hytera PD705 (MD);html
4647;Hytera PD705;html
4668;Hytera PD785;html
4699;Hytera X1e G (MD);html
4700;Hytera X1p G (MD);html
4733;Hytera PD795Ex G (MD);html
4761;Alinco DJ-G7;html
4764;Alinco DJ-S45TA;html
4791;Alinco DJ-S45CQ;html
4814;Alinco DJ-V17;html
4820;Alinco DJ-V17L;html
4869;Alinco DJ-V47;html
4889;Alinco DJ-V57;html
5803;Lira P-580UV;html
5813;Lira P-510H;html
5834;Lira P-280L;html
5842;Lira P-312;html
5843;Lira P-210L;html
5844;Lira P-110L;html
5969;Бизон KT85;html
6083;Ajetrays AJ-436;html
6136;Бизон KT45;html
6487;Vostok ST-101;html
7242;Vostok ST-51;html
7245;Vostok ST-55;html
7246;Vostok ST-201;html
7247;Vostok ST-31;html
7516;Kenwood PKT-03;html
7517;Kenwood TK-3000M2;html
7568;Kenwood TK-3401DE;html
7569;Kenwood TK-3501E;html
7570;Kenwood TK-270GM;html
7571;Kenwood TK-3160M3;html
7574;Kenwood TK-D200GE;html
7575;Kenwood TK-D200GE2;html
7576;Kenwood TK-D200E;html
7577;Kenwood TK-D200E2;html
7578;Kenwood TK-D300GE;html
7579;Kenwood TK-D300GE2;html
7580;Kenwood TK-D300E;html
7581;Kenwood TK-D300E2;html
7582;Kenwood TK-2260EXE2;html
7583;Kenwood TK-3260EXE2;html
7584;Kenwood NX-230EXE;html
7585;Kenwood NX-330EXE;html
7586;Kenwood IS-2180KBP1N;html
7598;Kenwood IS-2180K2BP1N (Full Keypad);html
7599;Kenwood IS-3180K4BP1N (Full Keypad);html
7600;Kenwood IS-3180K2BP1N;html
7601;Kenwood TK-2180-ISK;html
7602;Kenwood TK-2180-ISK2;html
7603;Kenwood TK-3180-ISK2;html
7604;Kenwood IS200KBP0N;html
7605;Kenwood IS300K2BP0N;html
7606;Kenwood NX-200-ISK2;html
7607;Kenwood NX-300-ISK2;html
7608;Kenwood Nexedge IS200K2BP0N;html
7609;Kenwood Nexedge IS300K4BP0N;html
7610;Kenwood Nexedge NX-300-ISK4;html
7779;Roger KP-17;html
7780;Roger KP-19;html
7781;Roger KP-49;html
7782;Roger KP-50;html
7829;Icom IC-4088E;html
7830;Icom IC-4088SR;html
7857;Kenwood TK-3180-ISK4;html
7858;Kenwood NX-200-ISK;html
7906;Icom IC-F1000;html
7907;Icom IC-F2000;html
7908;Icom IC-F3036S;html
7909;Icom IC-F3036T;html
7982;Icom IC-F3202DEX;html
7997;Icom IC-F3102D;html
7998;Icom IC-F3003 #22;html
7999;Icom IC-F3003 #23;html
8000;Icom IC-F3262DS #76;html
8001;Icom IC-F3262DS #77;html
8002;Icom IC-F3262DS #78;html
8003;Icom IC-F3262DS #79;html
8004;Icom IC-F3262DT;html
8005;Icom IC-F3262DT #72;html
8006;Icom IC-F3262DT #73;html
8007;Icom IC-F3262DT #74;html
8014;Icom IC-F3162DS #95;html
8015;Icom IC-F3162DS #96;html
8017;Icom IC-F3162DT;html
8018;Icom IC-F3162DT #86;html
8019;Icom IC-F4003 #22;html
8020;Icom IC-F4003 #23;html
8021;Icom IC-F4036S;html
8022;Icom IC-F4036T;html
8023;Icom IC-F4102D;html
8024;Icom IC-F4029SDR;html
8025;Icom IC-E92D (IC-92AD);html
8026;Icom ID-51;html
8052;Hytera PD355;html
8053;Hytera PD355LF;html
8054;Hytera PD365;html
8055;Hytera PD365LF;html
8056;Hytera PD565;html
8093;Motorola VX-261 ;html
8210;Vector VT-67 S;html
8212;Vector VT-67;html
8213;Vector VT-44 Military Scout;html
8215;Vector VT-44 TURBO;html
8217;Vector VT-44 H #V;html
8220;Vector VT-44 Military (body);html
8250;Vector VT-44 Military Special (body);html
8251;Yaesu VX-8DR;html
8252;Yaesu FT-257;html
8253;Yaesu FT-60R;html
8254;Yaesu FTA-230;html
8378;Icom IC-F4162DS #93;html
8379;Icom IC-F4202DEX;html
8385;Icom IC-F51#62;html
8386;Icom IC-F61#63;html
8387;Icom IP-100H;html
8445;Kenwood TK-3170E6;html
8455;Kenwood TK-380K;html
8456;Kenwood TK-380K4;html
8458;Kenwood TK-3306NM3;html
8459;Kenwood TK-2317M2;html
8460;Kenwood TK-3317M4;html
8468;Kenwood NX-240M;html
8475;Kenwood NX-340M2;html
8476;Kenwood NX-220E;html
8477;Kenwood NX-320E;html
8478;Kenwood NX-200GK;html
8479;Kenwood NX-200K;html
8514;Kenwood NX-300K;html
8515;Kenwood NX-200E;html
8516;Kenwood NX-300E;html
8517;Kenwood NX-240M2;html
8518;Kenwood NX-340M3;html
8519;Kenwood NX-220E2;html
8520;Kenwood NX-220E3;html
8521;Kenwood NX-320E3;html
8522;Kenwood NX-320E2;html
8523;Kenwood NX-300GK;html
8524;Kenwood NX-300GK4;html
8525;Kenwood NX-200GK2;html
8526;Kenwood NX-200K2;html
8527;Kenwood NX-300K3;html
8528;Kenwood NX-300K2;html
8529;Kenwood NX-300K4;html
8530;Kenwood NX-300E4;html
8531;Kenwood NX-200E3;html
8565;Lira P-112L;html
8580;Icom IC-F4162DS #94;html
8581;Icom IC-F4162DT;html
8582;Icom IC-F4162DT #84;html
8583;Icom IC-F4262DT;html
8584;Icom IC-F4262DT #22;html
8585;Icom IC-F4262DT #23;html
8586;Icom IC-F4262DT #24;html
8587;Icom IC-F4262DS #29;html
8588;Icom IC-F4262DS #28;html
8589;Icom IC-F4262DS #27;html
8590;Icom IC-F4262DS #26;html
8685;Hytera PD505 UHF;html
8686;Hytera PD605;html
8687;Hytera PD605 G;html
8688;Hytera PD605 (MD);html
8689;Hytera PD665;html
8690;Hytera PD665 G;html
8691;Hytera PD665 G (MD);html
8692;Hytera PD665 (MD);html
8693;Hytera PD685;html
8694;Hytera PD685 G;html
8695;Hytera PD685 G (MD);html
8696;Hytera PD685 (MD);html
8715;Alinco DJ-A10;html
8716;Alinco DJ-A11;html
8717;Alinco DJ-A41;html
8718;Alinco DJ-A40;html
8719;Alinco DJ-A446;html
8720;Alinco DJ-100;html
8721;Alinco DJ-500;html
8722;Alinco DJ-195 (body);html
8723;Alinco DJ-17R/TFH (body);html
8724;Alinco DJ-V17L (body);html
8725;Alinco DJ-V47R (body);html
8726;Alinco DJ-496 (body);html
8830;Yaesu FT1D;html
8831;Yaesu FT-270R;html
8832;Yaesu FTA-750L;html
8833;Yaesu FTA-720;html
8838;Yaesu FTA-550 AA;html
8839;Yaesu FTA-310;html
8973;Midland Alan 42;html
8974;Midland LXT-325;html
8975;Midland GXT-850;html
8976;Midland GXT-1000;html
8977;Midland G70XT;html
8978;Midland G9XT;html
8979;Midland G-21;html
9059;АРГУТ А-25 NEW;html
9060;Аргут РК-301М Роуминг VHF;html
9061;Аргут А-74;html
9144;AJETRAYS AJ-435;html
9283;Vertex Standard VZ-9;html
9321;Vertex Standard EVX-Link;html
9333;Hytera PD405 new;html
9334;Hytera PD415;html
9335;Hytera PD705 G;html
9336;Hytera PD755;html
9337;Hytera PD755 G;html
9338;Hytera PD705 UL913 (MD);html
9339;Hytera PD705 UL913 G (MD);html
9340;Hytera X1p UL913 G (MD);html
9343;Hytera TC-780;html
9368;Motorola SL1600;html
9408;АРГУТ А-36;html
9464;Optim WT-555;html
9465;Optim WT-556;html
9471;Vertex Standard EVX-531 (IS);html
9472;Vertex Standard EVX-539 (IS);html
9478;Vertex Standard VX-241;html
9479;Vertex Standard VX-264 ;html
9480;ГРИФОН G-44;html
9481;ГРИФОН G-45;html
9511;Янтарь-Н;html
9525;Vertex Standard VX-821 ATEX;html
9526;Vertex Standard VX-824 ATEX;html
9581;Icom IC-F3103D;html
9582;Icom IC-F4103D;html
9583;Hytera TC-700Ex;html
9587;Hytera PD375;html
9590;Icom IC-F3161DT;html
9591;Icom IC-F4161DT;html
9592;Icom IC-F1000S;html
9593;Icom IC-F1000T;html
9596;Vostok ST-54;html
9599;Vostok ST-54 комплект;html
9600;Vostok ST-101 комплект;html
9601;Vostok ST-31 комплект;html
9602;Комплект Lira P-280;html
9696;Комбат Т-34 Старт 3;html
9697;Комбат Т-34 Мастер 3;html
9699;Комбат Т-34 Милитари;html
9701;Комбат Т-34 Патруль;html
9840;Комбат Т-34 Спорт;html
9841;Комбат Т-34 Макс;html
9842;Комбат Т-34 ATEX;html
9879;Vertex Standard EVX-261;html
9880;Motorola EVX-S24 ;html
9889;Motorola DP1400 ;html
9891;Motorola DP4401;html
9892;Motorola DP4600;html
9893;Motorola DP4401 GLONASS;html
9894;Motorola DP4801 GLONASS;html
9895;Motorola DP4800;html
9896;Motorola SL4000;html
9994;Hytera PD715Ex G (MD);html
10081;TurboSky R2;html
10095;TurboSky T3;html
10096;TurboSky T4;html
10098;TurboSky T5;html
10099;TurboSky T6;html
10100;TurboSky T7;html
10101;TurboSky T8;html
10102;TurboSky T9;html
10105;Motorola VZ-30 ;html
10276;LIRA DP-200 DMR;html
10279;Kenwood Nexedge NX-5000;html
10294;Kenwood TK-D240;html
10296;Kenwood TK-D340;html
10400;Hytera PD785 G;html
10408;Hytera PD785 UL913 (MD);html
10409;Hytera PD785 UL913 G (MD);html
10418;Hytera PT580H Plus;html
10419;Hytera PT580H Plus UL913;html
10421;Hytera  Z1p;html
10422;Hytera PT790 EX;html
10484;Alinco DJ-FX446;html
10501;Comrade R3;html
10502;Comrade R4;html
10503;Comrade R5;html
10506;Comrade R6;html
10509;Comrade R7;html
10510;Comrade R8;html
10735;Motorola DP2400E TIA;html
10736;Motorola DP2600E TIA;html
10741;Motorola DP4400E TIA;html
10742;Motorola DP4401E TIA;html
10744;Motorola DP4600E TIA;html
10745;Motorola DP4601E TIA;html
10746;Motorola DP4800E TIA;html
10752;Motorola DP4801E TIA;html
10759;Motorola DP3441E TIA;html
10761;Motorola SL4010E;html
10763;Motorola SL4010E;html
10795;Kenwood TK-3107;html
10796;Kenwood TK-3206;html
10801;Kenwood TK-3406;html
10802;Kenwood TK-3306;html
10803;Kenwood TK-3206 RP5 LITE;html
10804;Kenwood TK-3301;html
10806;Комбат Т-34 Хантер;html
10970;Alinco DJ-MD40;html
11005;Roger KP-52 ;html
11246;Kenwood WD-K10TR;html
11247;Vector VT-43 R3;html
11249;Vector VT-80 F;html
11250;Vector VT-43 H2;html
11251;Vector VT-80 ST;html
11260;Kenwood WD-K10PBS;html
11267;Kenwood WD-K10BS;html
11325;Motorola XT420;html
11327;Motorola XT460;html
11356;Icom IC-F2000S;html
11357;Icom IC-F2000T;html
11359;ALINCO DJ-AXD1;html
11360;ALINCO DJ-AXD4;html
11387;Vostok ST-52;html
11400;Бизон KT65;html
11401;Бизон KT15;html
11402;Бизон KT25;html
11405;Icom IC-A220T;html
11651;ГРИФОН G-6;html
11714;ICOM IC-F7010 T/S;html
11715;ICOM IC-F7020 T/S;html
11720;Icom IC-F29SR2;html
11761;Vostok ST-35;html
11770;Vector VT-70;html
11771;Vector VT-70XT;html
11772;Vector VT-50 ML;html
11774;Vector VT-50 MTR;html
11781;Бизон VK50M;html
11782;Бизон VK50L 1700/3200 мАч;html
11878;Vostok ST-33;html
11957;ZTE PH500;html
11958;ZTE PH790;html
11959;ZTE PM790;html
11974;ГРИФОН G-34;html
12048;Motorola DP3441E;html
12050;Motorola DP3661E;html
12051;Motorola DP3661E TIA;html
12053;Motorola DP2400E;html
12054;Motorola DP2600E;html
12056;Motorola DP4400E;html
12058;Motorola DP4600E;html
12059;Motorola DP4800E;html
12060;Motorola DP4401E;html
12061;Motorola DP4601E;html
12062;Motorola DP4801E;html
12114;Комбат Т-24 Старт;html
12115;Комбат Т-34 Старт 2;html
12116;Комбат Т-24 Мастер;html
12117;Комбат Т-34 Мастер 2;html
12118;Комбат Т-54 DMR2 UHF-3100;html
12119;Комбат Т-54 DMR Патруль Про 2;html
12121;Комбат Т-54 DMR2 VHF-3100;html
12122;Комбат Т-54 DMR2 LCD;html
12361;Ajetrays AJ-437 ;html
12372;Ajetrays AJ-546;html
12449;КОМБАТ Т-540 ;html
12470;Vostok ST-101DW ;html
12480;Kenwood NX-3220E;html
12489;Kenwood NX-3220E2;html
12490;Kenwood NX-3220E3;html
12491;Kenwood NX-3320E;html
12493;Kenwood NX-3320E2;html
12498;Kenwood NX-3320E3;html
12585;Аргут А-73;html
12808;Hytera PD985;html
12906;Hytera PD405;html
12955;ЛУЧ РАДИО P-435 ;html
13004;Alinco DJ-D15;html
13005;Alinco DJ-D45;html
13070;Icom IC-F1000D;html
13072;Icom IC-F3210D;html
13075;Icom IC-F4210D;html
13077;Icom IC-F3230DT;html
13078;Icom IC-F4230DT;html
13082;Icom IC-F3400DT;html
13083;Icom IC-F2000D;html
13085;Icom IC-F3360DT;html
13087;Icom IC-F4400DT;html
13089;Icom IC-F4360DT;html
13091;Icom IC-F9011T;html
13093;Icom IC-F9021T;html
13095;Icom IC-F9011S;html
13097;Icom IC-F9021S;html
13102;Icom IC-F9011B;html
13104;Icom IC-F9021B;html
13142;Yaesu FT2DR B3 EXP;html
13144;Yaesu FT-65R;html
13147;Yaesu FT-25R;html
13240;Hytera PD485;html
13241;Hytera PD485G;html
13311;Motorola VZ-20;html
13312;Motorola VZ-28 ;html
13321;Yaesu FT-4VR ;html
13324;Yaesu FT-4XR ;html
13325;Yaesu FT-70DR;html
13327;Yaesu AR-DV10;html
13368;Motorola TALKABOUT T42 (triple) ;html
13369;Motorola TALKABOUT T42 (red) ;html
13447;Roger KP-54;html
13453;Icom IC-G88;html
13457;Icom IC-F29DR2 ;html
13473;Motorola APX 8000H;html
13474;Motorola APX 8000HXE;html
13483;Yaesu FTA-450L;html
13500;Комбат Т-44 Мастер;html
13501;Комбат Т-44 Старт;html
13598;Терек РК-201;html
13600;Терек РК-301;html
13605;Терек РК-202;html
13606;Терек РК-322-2Д;html
13608;Терек РК-322 DMR;html
13609;Терек РК-401;html
13629;Терек РК-222;html
13632;Терек РЕСТО;html
13633;Терек РК-102;html
13634;Терек РК-501;html
13638;Терек Старт;html
13640;Терек Старт-М;html
13652;Alinco DJ-VX41;html
13653;ALINCO DJ-VX50;html
13770;Motorola ST7500 TETRA;html
13824;Vostok ST-71;html
13873;Icom IC-F9023T;html
13875;Icom IP501H;html
13918;Alinco DJ-VX10;html
13920;Alinco DJ-VX11;html
13926;Alinco DJ-MD5E;html
13928;Alinco DJ-MD5EGP;html
13930;Alinco DJ-D17;html
13937;Alinco DJ-D47;html
13949;Motorola TALKABOUT T92 H2O;html
14024;Hytera BD305 2W;html
14025;Hytera BD305;html
14026;Hytera BD505;html
14028;Hytera BD555;html
14046;TurboSky T2;html
14047;TurboSky T1;html
14055;Comrade R6 Digital;html
14056;Comrade R7 VHF;html
14057;Comrade R1;html
14110;Аргут А-24 LED;html
14128;Motorola SL2600;html
14289;Motorola MTP6650 TETRA;html
14372;Motorola VZ-10 ;html
14374;Motorola VZ-18 ;html
14408;Roger KP-57;html
14457;Kenwood TК-F6 UHF;html
14490;Caltta Z9;html
14492;Caltta PH790;html
14494;Caltta PH790L;html
14496;Caltta PH700;html
14499;Caltta PH700L;html
14500;Caltta PH690;html
14502;Caltta PH690L;html
14503;Caltta PH520;html
14504;Caltta PH500;html
14702;ALINCO DJ-PAX4;html
14717;КОМБАТ T-54 SMART DMR-2;html
14719;Комбат T-440B DMR;html
14721;Комбат T-340B VHF/UHF;html
14723;КОМБАТ T-54 DMR UHF/VHF;html
14804;Racio R100;html
14805;Racio R110;html
14806;Racio R210;html
14807;Racio R300 UHF;html
14808;Racio R300 VHF;html
14809;Racio R500;html
14810;Racio R610;html
14813;Racio R700;html
14814;Racio R800;html
14821;Racio R900 UHF;html
14822;Racio R900 VHF;html
14907;Motorola TalkAbout T82;html
14942;Hytera TF315;html
14943;Hytera TF415;html
14944;Hytera TF515;html
15068;Бизон KT15S;html
15069;Байкал-30 В1;html
15146;Терек РК-212 Military;html
15156;Гранит 1Р32Н;html
15157;Гранит 1Р31Н;html
15169;Racio R810;html
15177;Гранит Р-41;html
15180;Гранит 2Р-45;html
15224;Icom IC-F1100D;html
15225;Icom IC-F1100DS;html
15226;Icom IC-F1100DT;html
15227;Icom IC-F3400D;html
15228;Icom IC-F3400DS;html
15229;Icom IC-F2100D;html
15230;Icom IC-F2100DS;html
15231;Icom IC-F2100DT;html
15232;Icom IC-F4400D;html
15233;Icom IC-F4400DS;html
15263;Бизон KT25L;html
15275;Бизон KT85DM;html
15321;Терек Спорт;html
15328;Vostok ST-203;html
15329;Vostok ST-203K;html
15376;Терек РК-101;html
15388;Терек РК-322 DMR PRO;html
15389;Терек РК-322 DMR GPS;html
15394;Motorola XT225;html
15397;Motorola XT665d ;html
15398;Motorola TLKR T50;html
15399;Motorola Talkabout T42 QUAD;html
15400;Motorola Talkabout T62 RED;html
15402;Motorola CLK446;html
15403;Motorola CLP446;html
15404;Motorola CLP446 Bluetooth;html
15408;Аргут А-55;html
15409;Аргут РК-301Н;html
15410;Аргут РК-301М VHF;html
15413;Аргут РК-301М UHF;html
15431;Аргут РК-301М Роуминг UHF;html
15461;Грифон G-3;html
15468;Vostok ST-58;html
15470;Vostok ST-73;html
15572;Hytera BD505 LF;html
15621;Alinco DJ-CRX7;html
16002;Racio R620;html
16042;Hytera PD505 UL913;html
16043;Hytera PD565 UL913;html
16044;Hytera PD985 UL913 G (MD);html
17249;Hytera PD795IS G (MD);html
17397;Racio R100H;html
17398;Racio R330;html
17399;Racio R340;html
17400;Racio R350;html
3742;Motorola DM3400 / 3401;html
3743;Motorola DM3600 / 3601;html
3744;Motorola DM4401;html
3745;Motorola DM4601;html
3746;Motorola DM1400;html
3747;Motorola DM1600;html
3748;Motorola DM2600;html
3770;Motorola CM140;html
3771;Motorola CM160;html
3772;Motorola CM340;html
3773;Motorola CM360;html
3774;Motorola GM140;html
3775;Motorola GM160;html
3776;Motorola GM340;html
3777;Motorola GM360;html
3778;Motorola GM380;html
3779;Motorola GM640;html
3780;Motorola GM660;html
3781;Motorola GM1280;html
3782;ЕРМАК Р350 / 660;html
3793;Vertex Standard EVX-5300;html
3794;Vertex Standard EVX-5400;html
3802;Vertex Standard VX-4600;html
3803;Vertex Standard VX-4500;html
3811;Vertex Standard VX-2200 ;html
3812;Vertex Standard VX-2100;html
3826;Vector Intek DRS-5570;html
3978;Yaesu FT-1802M / FT-1807M;html
3979;Yaesu FT-2800M;html
3980;Yaesu FT-7800R;html
3981;Yaesu FT-7900R;html
3983;Yaesu FT-8900R;html
3984;Yaesu FTM-10R;html
3999;Yaesu FT-857;html
4008;Yaesu FT-1900R;html
4009;Yaesu FT-1907;html
4069;Alinco DR-135T MKIII;html
4070;Alinco DR-135FX;html
4071;Alinco DR-135LH;html
4080;Alinco DR-635T;html
4081;Alinco DR-135CB;html
4236;Ajetrays AR-440;html
4564;Alinco DR-435T;html
4565;Alinco DR-M06R;html
4573;Hytera TM-600;html
4916;Hytera MD785 25W;html
5756;Ajetrays AR-140;html
6123;Бизон KM9000 VHF ;html
6124;Бизон KM9000 UHF;html
7860;Kenwood TK-7100M;html
7861;Kenwood TK-7100HM;html
7862;Kenwood TK-8100M;html
7863;Kenwood TK-8100M3;html
7864;Kenwood TK-8100HM;html
7865;Kenwood TK-8100HK3;html
7866;Kenwood TK-7302M;html
7867;Kenwood TK-7302HM;html
8027;Icom IC-2820H;html
8028;Icom IC-V8000;html
8029;Icom ID-5100;html
8221;Vector VT-27 Smart;html
8222;Vector VT-27 Smart Turbo;html
8223;Vector VT-27 RADIUS v2.0;html
8224;Vector VT-27 NAVIGATOR;html
8273;Yaesu FT-8800R;html
8303;Kenwood NX-700K;html
8305;Kenwood NX-700E;html
8306;Kenwood NX-700HK;html
8307;Kenwood NX-800K;html
8308;Kenwood NX-800K2;html
8309;Kenwood NX-800E;html
8310;Kenwood NX-800HK;html
8311;Kenwood NX-800HK2;html
8312;Kenwood NX-720HK;html
8313;Kenwood NX-720HGK;html
8314;Kenwood NX-720GE;html
8326;Kenwood NX-720E;html
8327;Kenwood NX-820E;html
8328;Kenwood NX-820GE;html
8329;Kenwood NX-820HGK2;html
8339;Kenwood NX-740HK;html
8340;Kenwood NX-840HK2;html
8356;Icom IC-F5013;html
8357;Icom IC-F6013;html
8358;Icom IC-F5026;html
8372;Icom IC-F5061;html
8373;Icom IC-F6023;html
8388;Kenwood TK-8302M2;html
8389;Kenwood TK-8302HM;html
8390;Kenwood TK-8302HK2;html
8391;Kenwood TK-8108M;html
8392;Kenwood TK-8108HM;html
8393;Kenwood TK-7360M;html
8394;Kenwood TK-7360HM;html
8406;Kenwood TK-7160M;html
8407;Kenwood TK-7162E;html
8408;Kenwood TK-7180E;html
8409;Kenwood TK-8360M2;html
8410;Kenwood TK-8360HM2;html
8411;Kenwood TK-8160E3;html
8412;Kenwood TK-8162E;html
8413;Kenwood TK-8180E;html
8420;Kenwood TK-90;html
8473;Icom IC-F6061;html
8606;Hytera MD785 50W G ;html
8620;Hytera MD655;html
8638;Hytera MD785 25W G;html
8649;Icom IC-F5013H;html
8650;Icom IC-F5026H;html
8651;Icom IC-F6013H;html
8652;Icom IC-F6023H;html
8653;Icom IC-F5062D #93;html
8654;Icom IC-F5062D #94;html
8655;Icom IC-F5122D #21;html
8656;Icom IC-F6062D #83;html
8657;Icom IC-F6062D #84;html
8658;Icom IC-F6122D #21;html
8706;Alinco DR-135CBA;html
8707;Alinco DR-138;html
8708;Alinco DR-138S;html
8709;Alinco DR-B185R;html
8710;Alinco DR-638;html
8711;Alinco DR-438;html
8712;Alinco DR-435FX;html
8828;Yaesu FTM-400DR;html
8829;Yaesu FT-2900R;html
8972;Midland 203;html
8997;Автомобильная Си-Би радиостанция MegaJet MJ-600;html
8998;MegaJet MJ-600 Turbo;html
8999;MegaJet MJ-600+ Turbo;html
9002;MegaJet MJ-600+;html
9003;MegaJet MJ-3031 M Turbo;html
9004;MegaJet MJ-3031 M;html
9005;MegaJet MJ-50;html
9006;MegaJet MJ-100;html
9007;MegaJet MJ-150;html
9008;MegaJet MJ-200;html
9009;MegaJet MJ-200+;html
9011;MegaJet MJ-333;html
9012;MegaJet MJ-333 Turbo;html
9013;MegaJet MJ-350;html
9014;MegaJet MJ-350 Turbo;html
9015;MegaJet MJ-450;html
9016;MegaJet MJ-500;html
9017;MegaJet MJ-550;html
9018;MegaJet MJ-555;html
9019;MegaJet MJ-555K;html
9020;MegaJet MJ-650;html
9021;MegaJet MJ-650 Turbo;html
9022;MegaJet MJ-850;html
9049;Yosan Stealth 5;html
9050;Yosan Excalibur Turbo;html
9051;Yosan Excalibur;html
9052;Yosan Evolution;html
9345;Hytera MD655 G;html
9346;Hytera MD785 50W;html
9381;Optim-Apollo;html
9383;Optim-778;html
9385;Optim-380;html
9386;Optim-Pilgrim;html
9388;Optim-270;html
9520;MegaJet MJ-300;html
9521;Vertex Standard VX-1400 SA0B-100 EXP;html
9523;Vertex Standard VX-1700-A0-125 EXP;html
9585;Hytera TM-610;html
9903;Motorola DM4400;html
9904;Motorola DM4600;html
10074;Alinco DR-735;html
10317;Kenwood TK-D740;html
10319;Kenwood TK-D840;html
10423;Hytera MT680 Plus;html
10764;Motorola DM4400E;html
10765;Motorola DM4401E;html
10781;АРГУТ А-907 ;html
10783;Аргут РК-201М;html
10807;Motorola DM4600E;html
10808;Motorola DM4601E;html
11346;Icom IC-F621;html
11404;Icom ID-4100A;html
11442;Ajetrays AR-27s;html
11469;AjetRays AR-450 ;html
11716;Icom IC-F7510;html
11864;Midland GB1;html
11866;Midland Alan 48 Excel;html
11868;Midland Alan 48 Plus;html
11869;Midland Alan 78 Plus;html
11870;Midland Alan 100 Plus;html
12124;Optim-Voyager;html
12291;Комбат CB-27 Мини;html
12292;Комбат CB-27 Мини-Д;html
12293;КОМБАТ Т-340 Милитари;html
12294;КОМБАТ Т-340 Патруль;html
12507;Kenwood NX-3720E;html
12508;Kenwood NX-3720HK;html
12510;Kenwood NX-3820E;html
12513;Kenwood NX-3820HK;html
13000;MegaJet MJ-400 TURBO;html
13001;Midland M ZERO PLUS;html
13105;Icom IC-F5123D;html
13107;Icom IC-F6123D;html
13112;Icom IC-F5220D;html
13113;Icom IC-F6220D;html
13115;Icom IC-F5061D;html
13118;Icom IC-F6061D;html
13121;Icom IC-F5400DS;html
13124;Icom IC-F6400DS;html
13126;Icom IC-F5400D;html
13127;Icom IC-F6400D;html
13129;Icom IC-F5360D;html
13130;Icom IC-F6360D;html
13132;Icom IC-F9511T;html
13137;Yaesu FTM-100DR;html
13139;Yaesu FTM-3100;html
13140;Yaesu FTM-3200DR;html
13145;Icom IC-F9511S;html
13146;Icom IC-F9511HT;html
13148;Icom IC-F9523T;html
13173;Icom IC-2730;html
13218;Optim-Truck;html
13423;Icom IC-F7520;html
13505;Комбат CB 27;html
13507;Комбат CB 27 Plus;html
13630;Терек РМ-302;html
13922;Alinco DR-CS10;html
13938;Alinco DR-D18;html
13939;Alinco DR-D48;html
14029;Hytera MD615;html
14031;Hytera MD625;html
14060;Comrade R90 UHF;html
14061;Comrade R90 VHF;html
14505;Caltta PM790;html
14507;Caltta PM790L;html
14718;Комбат T-440 Милитари/Патруль;html
14824;Racio R2000 UHF;html
14826;Racio R2000 VHF;html
15159;Гранит 2Р-23;html
15160;Гранит 3Р-21АЦ;html
15271;Бизон KM9000S VHF;html
15272;Бизон KM9000 UHF 25 В;html
15415;Аргут А-550;html
15418;Аргут А-703 VHF;html
15423;Аргут А-703 VHF без антенны;html
15424;Аргут А-703 UHF;html
15426;Аргут А-703 UHF без антенны;html
15428;Аргут А-701 VHF;html
15430;Аргут А-701 UHF;html
15579;Racio R1100;html
15580;Racio R1200;html
3997;Yaesu FT-950;text
3998;Yaesu FT-817;html
4000;Yaesu FT-897D;html
4001;Yaesu FT-2000;text
4002;Yaesu FT-450D;html
4003;Yaesu FT DX 9000;html
4207;Yaesu FTDX 3000D;html
4211;Yaesu FTDX 1200;html
7826;Icom IC-7100;html
7827;Icom IC-718;html
7831;Icom IC-7600;html
7834;Icom IC-9100;html
8030;Icom IC-7200;html
8031;Icom IC-7410;html
8032;Icom IC-7700;html
8033;Icom IC-7800;html
8376;Icom IC-F7000;html
8377;Icom IC-F8101 #01;html
8682;Icom IC-F8101 #11;html
8683;Icom IC-F8101 #21;html
8713;Alinco DX-SR-08;html
8714;Alinco DX-SR-09;html
8827;Yaesu FT-991;html
9574;Yaesu FTDX 5000MP Limited EXP;html
10156;Icom IC-7300;html
11723;Icom IC-R8600 ;html
13131;Yaesu FT-891;html
13133;Yaesu FT-991A;html
13134;Yaesu FT-857D B3;html
13136;Yaesu FTM-400DR B3 EXP;html
