IE_XML_ID;IE_NAME;IE_CODE;IC_GROUP1
7741;DBL RoIP 302;7741;VoIP шлюзы
7735;DBL GS1;7735;VoIP шлюзы
7734;DBL GoIP 8;7734;VoIP шлюзы
7733;DBL GoIP 4;7733;VoIP шлюзы
7732;DBL GoIP 32;7732;VoIP шлюзы
7731;DBL GoIP 16;7731;VoIP шлюзы
7729;DBL GoIP 1;7729;VoIP шлюзы
7527;OpenVox VS-GW1200-8S;7527;VoIP шлюзы
7519;OpenVox WGW1002G;7519;VoIP шлюзы
7515;OpenVox VS-GW1202-4G;7515;VoIP шлюзы
7514;OpenVox VS-GW1200-4G;7514;VoIP шлюзы
7493;Hanlong Unicorn 6040;7493;VoIP шлюзы
7453;Mocet IG7200;7453;VoIP шлюзы
7401;Yeastar NeoGate TG1600;7401;VoIP шлюзы
7400;Yeastar NeoGate TA800;7400;VoIP шлюзы
7399;Yeastar NeoGate TA1600;7399;VoIP шлюзы
7392;Yeastar NeoGate TA2400;7392;VoIP шлюзы
7391;Yeastar NeoGate TA3200;7391;VoIP шлюзы
7389;Yeastar NeoGate TA400;7389;VoIP шлюзы
7388;Yeastar NeoGate TA810;7388;VoIP шлюзы
7387;Yeastar NeoGate TA410;7387;VoIP шлюзы
6167;Hanlong Unicorn 6080;6167;VoIP шлюзы
6058;Yeastar NeoGate TE200;6058;VoIP шлюзы
5156;Hanlong Unicorn 6008;5156;VoIP шлюзы
5143;Hanlong Unicorn 6004;5143;VoIP шлюзы
5011;АГАТ GT-3410;5011;VoIP шлюзы
5010;АГАТ GT-3420;5010;VoIP шлюзы
4794;Yeastar NeoGate TG100;4794;VoIP шлюзы
4793;Yeastar NeoGate TG800;4793;VoIP шлюзы
4792;Yeastar NeoGate TG400;4792;VoIP шлюзы
4790;Yeastar NeoGate TG200;4790;VoIP шлюзы
4789;Yeastar NeoGate TB400;4789;VoIP шлюзы
4788;Yeastar NeoGate TE100;4788;VoIP шлюзы
4787;D-Link DVG-7111S;4787;VoIP шлюзы
4786;D-Link DVG-7062S;4786;VoIP шлюзы
4785;D-Link DVG-7044S;4785;VoIP шлюзы
4784;D-Link DVG-7022S;4784;VoIP шлюзы
4783;D-Link DVG-6008S;4783;VoIP шлюзы
4782;D-Link DVG-6004S;4782;VoIP шлюзы
4781;D-Link DVG-5112S;4781;VoIP шлюзы
4774;Digium G800F;4774;VoIP шлюзы
4773;Digium G400F;4773;VoIP шлюзы
4772;Digium G100F;4772;VoIP шлюзы
4771;Digium;4771;VoIP шлюзы
4770;D-Link DVG-5008S;4770;VoIP шлюзы
4769;D-Link DVG-5004S;4769;VoIP шлюзы
4768;D-Link DVG-3032S;4768;VoIP шлюзы
4767;D-Link DVG-3016S;4767;VoIP шлюзы
4766;D-Link DVG-2032S/16CO/C1A;4766;VoIP шлюзы
4765;D-Link DVG-2024S;4765;VoIP шлюзы
4752;Digium G200F;4752;VoIP шлюзы
4732;AudioCodes M2K-D5;4732;VoIP шлюзы
4731;AudioCodes M2K-D4;4731;VoIP шлюзы
4730;AudioCodes M2K-D3;4730;VoIP шлюзы
4729;AudioCodes M2K-D2;4729;VoIP шлюзы
4728;AudioCodes M2K-D1;4728;VoIP шлюзы
4727;AudioCodes M1K-D3;4727;VoIP шлюзы
4726;AudioCodes M1K-D2;4726;VoIP шлюзы
4725;AudioCodes M1K-D1;4725;VoIP шлюзы
4724;AudioCodes M600/1Span/FB;4724;VoIP шлюзы
4723;AudioCodes M600/1Span/FS;4723;VoIP шлюзы
4722;AudioCodes M600/2Span;4722;VoIP шлюзы
4721;AudioCodes M600/1Span;4721;VoIP шлюзы
4714;AudioCodes MP124/24S/AC/SIP;4714;VoIP шлюзы
4713;AudioCodes MP124/16S/AC/SIP;4713;VoIP шлюзы
4712;AudioCodes MP118/8O/SIP;4712;VoIP шлюзы
4711;AudioCodes MP118/4S/4O/SIP;4711;VoIP шлюзы
4710;AudioCodes MP118/8S/SIP;4710;VoIP шлюзы
4709;AudioCodes MP114/4O/SIP;4709;VoIP шлюзы
4708;AudioCodes MP114/2S/2O/SIP;4708;VoIP шлюзы
4707;AudioCodes MP114/4S/SIP;4707;VoIP шлюзы
4706;AudioCodes MP112/2S/SIP;4706;VoIP шлюзы
15473;Аргут RoIP-06;15473;VoIP шлюзы
15472;Аргут RoIP-04;15472;VoIP шлюзы
14869;DBL GoIP 8-3G;14869;VoIP шлюзы
14867;DBL GoIP 8-4G;14867;VoIP шлюзы
11981;Yeastar NeoGate TA1610;11981;VoIP шлюзы
11011;Yeastar NeoGate TG100W;11011;VoIP шлюзы
11010;Yeastar NeoGate TG200W;11010;VoIP шлюзы
11009;Yeastar NeoGate TG400W;11009;VoIP шлюзы
11007;Yeastar NeoGate TG800W;11007;VoIP шлюзы
10498;Аргут RoIP-01;10498;VoIP шлюзы
9156;Yeastar TA200;9156;SIP адаптеры
9145;Yeastar TA100;9145;SIP адаптеры
11448;Fanvil G200S;11448;SIP адаптеры
11447;Fanvil G100S;11447;SIP адаптеры
11305;Grandstream HT-812;11305;SIP адаптеры
11303;Grandstream HT-802;11303;SIP адаптеры
11205;Grandstream HT-814;11205;SIP адаптеры
11123;Grandstream HT-704;11123;SIP адаптеры
11122;Grandstream HT-702;11122;SIP адаптеры
11120;Grandstream HT-701;11120;SIP адаптеры
11119;Grandstream HT-503;11119;SIP адаптеры
11118;Grandstream HT-502;11118;SIP адаптеры
7748;DBL 922T;7748;SIP адаптеры
7747;DBL 912T;7747;SIP адаптеры
7746;DBL 882;7746;SIP адаптеры
7745;DBL 842T;7745;SIP адаптеры
7712;Atcom MP01;7712;SIP адаптеры
7711;Atcom AG198N;7711;SIP адаптеры
7532;Hanlong Unicorn 3101;7532;SIP адаптеры
7530;Hanlong Unicorn 3002;7530;SIP адаптеры
7529;Hanlong Unicorn 3001;7529;SIP адаптеры
5144;Hanlong Unicorn 3112;5144;SIP адаптеры
13887;Fanvil PA2;13887;SIP адаптеры
12112;Grandstream HT-801;12112;SIP адаптеры
5479;Jabra GN2000 Mono NC WB (wideband) (2013-82-04);5479;Аксессуары для IP оборудования
5478;Jabra GN2000 Mono SoundTube Narrow Band (2003-320-104);5478;Аксессуары для IP оборудования
5477;Jabra BIZ 2400 Duo;5477;Аксессуары для IP оборудования
5476;Jabra BIZ 2400 Duo (II);5476;Аксессуары для IP оборудования
5475;Jabra BIZ 2400 Duo (II);5475;Аксессуары для IP оборудования
5474;Jabra BIZ 2400 Duo (II);5474;Аксессуары для IP оборудования
5473;Jabra BIZ 2400 Duo (II);5473;Аксессуары для IP оборудования
5472;Jabra BIZ 2400 Mono (II) 3-in-1;5472;Аксессуары для IP оборудования
5471;Jabra BIZ 2400 Mono (II) 3-in-1;5471;Аксессуары для IP оборудования
5470;Jabra BIZ 2400 Mono 3-in-1 (II);5470;Аксессуары для IP оборудования
5469;Jabra BIZ 2400 (II) Mono 3-in-1;5469;Аксессуары для IP оборудования
5468;Jabra BIZ 2400 Mono 3-in-1 (2406-320-104);5468;Аксессуары для IP оборудования
5465;Jabra BIZ 2300 USB UC Microsoft Lync Mono;5465;Аксессуары для IP оборудования
5464;Jabra BIZ 2300 USB Microsoft Lync Duo;5464;Аксессуары для IP оборудования
5463;Jabra BIZ 2300 QD Mono Unify;5463;Аксессуары для IP оборудования
5462;Jabra BIZ 2300 QD Duo Unify;5462;Аксессуары для IP оборудования
5461;Jabra BIZ 2300 QD Mono;5461;Аксессуары для IP оборудования
5460;Jabra BIZ 2300 QD Duo;5460;Аксессуары для IP оборудования
5459;Plantronics EncorePro BNC (PL-HW301N);5459;Аксессуары для IP оборудования
5458;Plantronics EncorePro NC (PL-HW291N);5458;Аксессуары для IP оборудования
5457;Plantronics SupraPlus Wideband (PL-HW251N);5457;Аксессуары для IP оборудования
5456;Plantronics SupraPlus Wideband (PL-HW261N);5456;Аксессуары для IP оборудования
5455;Plantronics SupraPlus Wideband (PL-HW251);5455;Аксессуары для IP оборудования
5454;Plantronics SupraPlus Wideband (PL-HW261);5454;Аксессуары для IP оборудования
5453;Plantronics Entera NC;5453;Аксессуары для IP оборудования
5452;Plantronics Entera BNC;5452;Аксессуары для IP оборудования
5451;Plantronics U10P-S;5451;Аксессуары для IP оборудования
5450;Plantronics HIC-1;5450;Аксессуары для IP оборудования
5449;Plantronics CAB-PC;5449;Аксессуары для IP оборудования
5448;Plantronics CAB-Y;5448;Аксессуары для IP оборудования
5421;Plantronics А10;5421;Аксессуары для IP оборудования
5420;Plantronics МО300;5420;Аксессуары для IP оборудования
5419;Plantronics MDA200;5419;Аксессуары для IP оборудования
5418;Plantronics DM15;5418;Аксессуары для IP оборудования
5417;Plantronics M22;5417;Аксессуары для IP оборудования
5416;Plantronics IP40;5416;Аксессуары для IP оборудования
5415;Plantronics SupraPlus NC Wideband USB;5415;Аксессуары для IP оборудования
5414;Plantronics SupraPlus BNC Wideband;5414;Аксессуары для IP оборудования
5413;Plantronics BlackWire C620-M;5413;Аксессуары для IP оборудования
5404;Plantronics Blackwire C320;5404;Аксессуары для IP оборудования
5403;Plantronics Blackwire C310;5403;Аксессуары для IP оборудования
5402;Plantronics BlackWire C420;5402;Аксессуары для IP оборудования
5400;Plantronics BlackWire C520;5400;Аксессуары для IP оборудования
5155;Hanlong A310 IP;5155;Аксессуары для IP оборудования
5154;Hanlong A320 HD IP3;5154;Аксессуары для IP оборудования
5153;Hanlong UC40;5153;Аксессуары для IP оборудования
13929;Snom A100D;13929;Аксессуары для IP оборудования
12109;Jabra EVOLVE 30 MS Stereo USB;12109;Аксессуары для IP оборудования
12108;Jabra EVOLVE 30 MS Mono USB;12108;Аксессуары для IP оборудования
11199;Jabra GN9120 DECT;11199;Аксессуары для IP оборудования
11198;Jabra GN9120 Flex Alcatel;11198;Аксессуары для IP оборудования
11197;Jabra GN9120 Duo Flex EHS;11197;Аксессуары для IP оборудования
11192;Jabra GN9120 Midi NF;11192;Аксессуары для IP оборудования
11191;Jabra GN9120 Flex EHS;11191;Аксессуары для IP оборудования
11190;Jabra GN9120 Duo Flex;11190;Аксессуары для IP оборудования
11189;Jabra GN9120 Midi;11189;Аксессуары для IP оборудования
11188;Jabra GN9120 Flex;11188;Аксессуары для IP оборудования
11187;Jabra Stealth UC;11187;Аксессуары для IP оборудования
11184;Jabra MOTION OFFICE;11184;Аксессуары для IP оборудования
11183;Jabra MOTION UC+;11183;Аксессуары для IP оборудования
11182;Jabra MOTION UC;11182;Аксессуары для IP оборудования
11178;Jabra PRO 935 MS;11178;Аксессуары для IP оборудования
11177;Jabra PRO 925 BT;11177;Аксессуары для IP оборудования
11176;Jabra PRO 930 Duo;11176;Аксессуары для IP оборудования
11175;Jabra PRO 930 Lync;11175;Аксессуары для IP оборудования
11174;Jabra PRO 920 Duo;11174;Аксессуары для IP оборудования
11173;Jabra PRO 920;11173;Аксессуары для IP оборудования
11171;Jabra PRO 9450 Duo EMEA;11171;Аксессуары для IP оборудования
11170;Jabra PRO 9450 Flex EMEA;11170;Аксессуары для IP оборудования
11167;Jabra UC VOICE 550 Mono;11167;Аксессуары для IP оборудования
11166;Jabra UC VOICE 250;11166;Аксессуары для IP оборудования
11163;Jabra EVOLVE 80;11163;Аксессуары для IP оборудования
11162;Jabra EVOLVE 65 Mono;11162;Аксессуары для IP оборудования
11161;Jabra EVOLVE 65 Stereo;11161;Аксессуары для IP оборудования
11160;Jabra EVOLVE 40 Mono;11160;Аксессуары для IP оборудования
11159;Jabra EVOLVE 40 Stereo;11159;Аксессуары для IP оборудования
11158;Jabra EVOLVE 30 II Stereo;11158;Аксессуары для IP оборудования
11157;Jabra EVOLVE 30 II Mono;11157;Аксессуары для IP оборудования
11156;Jabra EVOLVE 20 Mono;11156;Аксессуары для IP оборудования
11049;Jabra EVOLVE 20 Stereo;11049;Аксессуары для IP оборудования
11048;Jabra BIZ 1500 Duo USB;11048;Аксессуары для IP оборудования
11047;Jabra BIZ 1500 Mono USB;11047;Аксессуары для IP оборудования
11046;Jabra BIZ 1500 Duo;11046;Аксессуары для IP оборудования
11045;Jabra BIZ 1500 Mono;11045;Аксессуары для IP оборудования
11043;Jabra BIZ 2400 II Duo USB 3-1;11043;Аксессуары для IP оборудования
10958;Jabra BIZ 2400 II Mono USB 3-1;10958;Аксессуары для IP оборудования
10957;Jabra BIZ 2400 II Mono USB 3 в 1;10957;Аксессуары для IP оборудования
10956;Jabra BIZ 2400 II Duo USB;10956;Аксессуары для IP оборудования
8300;Atcom H012A;8300;Аксессуары для IP оборудования
8299;Atcom H011A;8299;Аксессуары для IP оборудования
5719;Plantronics CS540;5719;Аксессуары для IP оборудования
5718;Plantronics CS540/HL10;5718;Аксессуары для IP оборудования
5717;Plantronics CS530/HL10;5717;Аксессуары для IP оборудования
5713;Plantronics Blackwire 435;5713;Аксессуары для IP оборудования
5712;Plantronics Blackwire C710;5712;Аксессуары для IP оборудования
5711;Plantronics Blackwire C710-M;5711;Аксессуары для IP оборудования
5710;Plantronics Blackwire C720;5710;Аксессуары для IP оборудования
5709;Plantronics Blackwire C720-M;5709;Аксессуары для IP оборудования
5708;Plantronics CS510/HL10;5708;Аксессуары для IP оборудования
5707;Plantronics CS510;5707;Аксессуары для IP оборудования
5706;Plantronics CS520/HL10;5706;Аксессуары для IP оборудования
5705;Plantronics CS520;5705;Аксессуары для IP оборудования
5704;Plantronics CS530;5704;Аксессуары для IP оборудования
5703;Plantronics .Audio 655 DSP;5703;Аксессуары для IP оборудования
5702;Plantronics .Audio 648;5702;Аксессуары для IP оборудования
5701;Plantronics Audio 646 DSP;5701;Аксессуары для IP оборудования
5700;Plantronics .Audio 628;5700;Аксессуары для IP оборудования
5699;Plantronics .Audio 622;5699;Аксессуары для IP оборудования
5698;Plantronics .Audio 478;5698;Аксессуары для IP оборудования
5697;Plantronics .Audio 355;5697;Аксессуары для IP оборудования
5696;Plantronics .Audio 345;5696;Аксессуары для IP оборудования
5695;Plantronics .Audio 326;5695;Аксессуары для IP оборудования
5694;Jabra SUPREME UC;5694;Аксессуары для IP оборудования
5693;Jabra PRO 9460 Duo;5693;Аксессуары для IP оборудования
5692;Jabra PRO 9470;5692;Аксессуары для IP оборудования
5691;Jabra PRO 9465 DUO;5691;Аксессуары для IP оборудования
5690;Jabra PRO 9460 Mono;5690;Аксессуары для IP оборудования
5689;Jabra PRO 9450 EMEA;5689;Аксессуары для IP оборудования
5688;Jabra PRO 930 USB;5688;Аксессуары для IP оборудования
5687;Plantronics Audio 995;5687;Аксессуары для IP оборудования
5602;Jabra BIZ 2300 USB UC Mono;5602;Аксессуары для IP оборудования
5601;Jabra BIZ 2300 USB UC Duo;5601;Аксессуары для IP оборудования
5600;Jabra GN1900 Mono NC;5600;Аксессуары для IP оборудования
5599;Jabra GN1900 Duo NC;5599;Аксессуары для IP оборудования
5536;Jabra GN2100 Duo;5536;Аксессуары для IP оборудования
5535;Jabra GN2100 Duo;5535;Аксессуары для IP оборудования
5534;Jabra GN2100 Duo VoIP;5534;Аксессуары для IP оборудования
5533;Jabra GN2100 Duo;5533;Аксессуары для IP оборудования
5532;Jabra GN2100 Duo;5532;Аксессуары для IP оборудования
5531;Jabra GN2100 Duo;5531;Аксессуары для IP оборудования
5530;Jabra GN2100 Duo;5530;Аксессуары для IP оборудования
5529;Jabra GN2100 with Telecoil;5529;Аксессуары для IP оборудования
5528;Jabra GN2100 3-в-1;5528;Аксессуары для IP оборудования
5527;Jabra GN2100 3-в-1;5527;Аксессуары для IP оборудования
5526;Jabra GN2100 3-в-1;5526;Аксессуары для IP оборудования
5525;Jabra GN2100 3-в-1;5525;Аксессуары для IP оборудования
5524;Jabra GN2100 3-в-1;5524;Аксессуары для IP оборудования
5523;Jabra GN2100 3-в-1;5523;Аксессуары для IP оборудования
5522;Jabra GN2100 3-в-1;5522;Аксессуары для IP оборудования
5521;Jabra BIZ 2400 Duo USB;5521;Аксессуары для IP оборудования
5520;Jabra GN2000 Stereo USB NC;5520;Аксессуары для IP оборудования
5519;Jabra GN2000 USB CIPC Duo;5519;Аксессуары для IP оборудования
5518;Jabra GN1900 USB Duo;5518;Аксессуары для IP оборудования
5517;Jabra UC Voice 750 Duo Light;5517;Аксессуары для IP оборудования
5516;Jabra UC Voice 750 Duo Dark;5516;Аксессуары для IP оборудования
5515;Jabra UC voice 550 duo;5515;Аксессуары для IP оборудования
5514;Jabra UC VOICE 150 duo;5514;Аксессуары для IP оборудования
